   968 Petunia          -           S  99  1 0  0 -        s4259b  10.01 2.8673 0.1679 0.2112 02.8654 0.1362  11.5925
   981 Martina          -           C  91  1 0  0 -        s1c188  10.57 3.1010 0.1684 0.0279 03.0927 0.2046  02.0666
   985 Rosina           -           S  65  1 0  1 -        sf2239  12.70 2.2999 0.2286 0.0891 02.2997 0.2765  04.0602
   986 Amelia           -           L  92  1 0  0 -        s3914b  09.40 3.1411 0.1540 0.2444 03.1387 0.1990  14.7929
   991 McDonalda        -           C  00  1 0  0 -        s2daa3  11.12 3.1432 0.1411 0.0231 03.1501 0.1496  02.0766
   993 Moultona         -           S  46  1 0  0 -        s0be50  11.80 2.8613 0.0458 0.0362 02.8617 0.0446  01.7740
  1006 Lagrangea        -           D  40  1 0  1 -        s17c6b  11.20 0.0000 0.0000 0.0000 03.1547 0.3509  10.9161
  1007 Pawlowia         -           L  96  2 1  0 DL       s3f6c4  11.50 2.7077 0.0750 0.0636 02.7073 0.1090  02.5410
  1020 Arcadia          -           S  98  2 1  0 SQ       s24117  11.90 2.7902 0.0773 0.0714 02.7901 0.0395  04.0503
  1024 Hale             -           C  94  2 0  0 CX       s03162  10.60 2.8666 0.1894 0.2605 02.8655 0.2255  16.0822
  1027 Aesculapia       -           C  96  1 0  0 -        s0f619  10.60 3.1590 0.1510 0.0241 03.1520 0.1320  01.2552
  1029 La Plata         -           S   8  1 0  0 -        s1c6ce  10.88 2.8903 0.0627 0.0390 02.8914 0.0225  02.4282
  1030 Vitja            -           C  96  2 0  0 CX       s407df  10.30 3.1226 0.1622 0.2462 03.1218 0.1204  14.7735
  1035 Amata            -           X  90  2 0  0 CX       s41a48  10.30 0.0000 0.0000 0.0000 03.1436 0.1969  18.0368
  1041 Asta             1925 FA     C  77  1 0  0 -        sf026a  09.90 3.0717 0.1295 0.2180 03.0754 0.1398  13.9002
  1042 Amazone          1925 HA     X  86  1 0  0 -        sbdfa6  09.80 0.0000 0.0000 0.0000 03.2320 0.0934  20.6863
  1047 Geisha           -           LS 77  2 0  0 LS       s290f9  11.86 2.2410 0.1540 0.0811 02.2412 0.1921  05.6638
  1051 Merope           1925 SA     C  49  1 0  0 -        s382a2  09.90 0.0000 0.0000 0.0000 03.2186 0.0955  23.4505
  1053 Vigdis           1925 WA     Q  96  1 0  0 -        sf2c25  12.40 2.6149 0.0873 0.1404 02.6137 0.0974  08.3329
  1057 Wanda            1925 QB     C  78  1 0  0 -        see449  10.96 2.8927 0.2077 0.0855 02.8910 0.2492  03.5229
  1059 Mussorgskia      1925 OA     X  89  1 0  0 -        s0aa7f  10.70 2.6427 0.1676 0.1865 02.6422 0.1853  10.1114
  1060 Magnolia         1925 PA     S  99  1 0  0 -        s0c86a  12.70 2.2378 0.1472 0.1165 02.2375 0.2019  05.9220
  1063 Aquilegia        1925 XA     X  38  1 0  0 -        s387db  11.38 2.3141 0.0790 0.0929 02.3138 0.0391  05.9775
  1067 Lunaria          1926 RG     LS 65  1 0  0 -        s0c09f  10.99 2.8710 0.1567 0.2047 02.8754 0.1903  10.5569
  1072 Malva            1926 TA     C  82  1 0  0 -        sf32a3  10.50 3.1763 0.2160 0.1304 03.1600 0.2432  08.0292
  1077 Campanula        1926 TK     LS 68  1 0  0 -        s0aef6  12.20 2.3924 0.1606 0.0961 02.3921 0.1976  05.4031
  1079 Mimosa           1927 AD     S  78  1 0  0 -        sbd28f  11.20 2.8739 0.0473 0.0364 02.8728 0.0450  01.1784
  1085 Amaryllis        1927 QH     X  92  1 0  0 -        s185dd  09.40 3.1818 0.0663 0.1015 03.1840 0.0482  06.6276
  1099 Figneria         1928 RQ     LS 43  1 0  0 -        s04969  10.40 3.1695 0.2644 0.1862 03.1917 0.2687  11.7360
  1100 Arnica           1928 SD     LS 76  1 0  0 -        s06768  11.00 2.8984 0.0472 0.0368 02.8988 0.0653  01.0337
